Arquivo,Gabarito,Predicao_Raw,Predicao_Fuzzy,Levenshtein_Raw,Levenshtein_Fuzzy,Similaridade_Raw,Similaridade_Fuzzy,CER_Raw,CER_Fuzzy,WER_Raw,WER_Fuzzy,Accuracy_Raw,Accuracy80_Raw,Accuracy_Fuzzy,Accuracy80_Fuzzy,Tempo_Inferencia
P0701.jpg,terbikill,tebilill<|im_end|>,terbikill,12,0,0.5185185185185186,1.0,1.3333333333333333,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.09072566032409668
P0766.jpg,revarol,revaol<|im_end|>,revarol,11,0,0.5217391304347826,1.0,1.5714285714285714,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.07424640655517578
P0815.jpg,revatol,reva101<|im_end|>,dexilend,13,7,0.33333333333333337,0.2666666666666667,1.8571428571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1021878719329834
P1029.jpg,drise,. d n 3e<|im_end|>,dexilend,15,5,0.26086956521739135,0.46153846153846156,3.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.11921429634094238
P0097.jpg,povital,povital<|im_end|>,povital,10,0,0.5833333333333333,1.0,1.4285714285714286,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.07400131225585938
P1070.jpg,fenadin,fenaban<|im_end|>,fenadin,11,0,0.5,1.0,1.5714285714285714,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.07373380661010742
P0221.jpg,elodep 5,elodep 5<|im_end|>,elodep 5,10,0,0.6153846153846154,1.0,1.25,0.0,0.5,0.0,0.0,0.0,1.0,1.0,0.10229015350341797
P0529.jpg,bilaxe,biloxi<|im_end|>,biloxe,11,1,0.4545454545454546,0.8333333333333334,1.8333333333333333,0.16666666666666666,1.0,1.0,0.0,0.0,0.0,1.0,0.09130978584289551
P0452.jpg,esohil,esohil<|im_end|>,esohil,10,0,0.5454545454545454,1.0,1.6666666666666667,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.07759547233581543
P0297.jpg,nexe,next<|im_end|>,dexilend,10,5,0.4444444444444444,0.5,2.5,1.25,1.0,1.0,0.0,0.0,0.0,0.0,0.0507204532623291
P0052.jpg,losectil,vasco<|im_end|>,vasco,13,6,0.26086956521739135,0.3076923076923077,1.625,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.07067227363586426
P0381.jpg,vonocab,vonocab<|im_end|>,vonocab,10,0,0.5833333333333333,1.0,1.4285714285714286,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.06479191780090332
P0597.jpg,pantonix,pantomix<|im_end|>,pantonix,11,0,0.5384615384615384,1.0,1.375,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.09846711158752441
P0071.jpg,etorix,indure 17 (10)<|im_end|>,indover 10,22,8,0.1333333333333333,0.25,3.6666666666666665,1.3333333333333333,3.0,2.0,0.0,0.0,0.0,0.0,0.17454862594604492
P0984.jpg,finix,lima<|im_end|>,ligazid,12,5,0.21052631578947367,0.33333333333333337,2.4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06159615516662598
P0355.jpg,sponocid,spinorid<|im_end|>,normen,12,7,0.46153846153846156,0.2857142857142857,1.5,0.875,1.0,1.0,0.0,0.0,0.0,0.0,0.07415151596069336
P0219.jpg,cor algen-d,cosygene-d<|im_end|>,coragen-d,15,2,0.4516129032258065,0.9,1.3636363636363635,0.18181818181818182,1.0,1.0,0.0,0.0,0.0,1.0,0.08783841133117676
P0366.jpg,prestel,prestel<|im_end|>,prestel,10,0,0.5833333333333333,1.0,1.4285714285714286,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.07412505149841309
P0742.jpg,esprazo,250mg/20<|im_end|>,algend,18,7,0.07999999999999996,0.15384615384615385,2.5714285714285716,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.13285374641418457
P0799.jpg,desolon,desolon<|im_end|>,desolon,10,0,0.5833333333333333,1.0,1.4285714285714286,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.07357501983642578
P0540.jpg,nexe,nexxe<|im_end|>,dexilend,11,5,0.42105263157894735,0.5,2.75,1.25,1.0,1.0,0.0,0.0,0.0,0.0,0.07416033744812012
P0622.jpg,m-kast,m-lucon<|im_end|>,flucloxin,15,9,0.17391304347826086,0.0,2.5,1.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0876011848449707
P0678.jpg,denixil,daxi1<|im_end|>,dexilend,12,5,0.2727272727272727,0.6666666666666667,1.7142857142857142,0.7142857142857143,1.0,1.0,0.0,0.0,0.0,0.0,0.08790946006774902
P0875.jpg,calboral,calboral<|im_end|>,calboral d,10,2,0.6153846153846154,0.8888888888888888,1.25,0.25,1.0,1.0,0.0,0.0,0.0,1.0,0.0738534927368164
P0211.jpg,clavutil,clavulíl<|im_end|>,callin,12,5,0.46153846153846156,0.4285714285714286,1.5,0.625,1.0,1.0,0.0,0.0,0.0,0.0,0.10154151916503906
P0429.jpg,ocof,ocof<|im_end|>,ocof,10,0,0.4444444444444444,1.0,2.5,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.06013345718383789
P0356.jpg,texit,text<|im_end|>,dexilend,10,5,0.42105263157894735,0.46153846153846156,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.04593944549560547
P0368.jpg,flamex,flamox<|im_end|>,deflaxen,11,4,0.4545454545454546,0.5714285714285714,1.8333333333333333,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.07690834999084473
P0904.jpg,seclo,sello<|im_end|>,blomen,11,6,0.4,0.36363636363636365,2.2,1.2,1.0,1.0,0.0,0.0,0.0,0.0,0.06772685050964355
P0811.jpg,neuro,neuro<|im_end|>,neurolin,10,3,0.5,0.7692307692307692,2.0,0.6,1.0,1.0,0.0,0.0,0.0,0.0,0.06876158714294434
P0032.jpg,myosit,medroxy<|im_end|>,medroxy,14,6,0.26086956521739135,0.3076923076923077,2.3333333333333335,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.07571673393249512
P0582.jpg,telmacal,telmacal<|im_end|>,telmacal,10,0,0.6153846153846154,1.0,1.25,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.09199094772338867
P0963.jpg,cantilid,cantilid<|im_end|>,cantilid,10,0,0.6153846153846154,1.0,1.25,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.08774185180664062
P1097.jpg,zimax,rekentim<|im_end|>,relenten,16,8,0.17391304347826086,0.0,3.2,1.6,1.0,1.0,0.0,0.0,0.0,0.0,0.09213113784790039
P0983.jpg,paloxi,p2loxi!<|im_end|>,paloxi,12,0,0.4347826086956522,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.10247015953063965
P0232.jpg,sup. apelz,sup. apen'12<|im_end|>,panied,14,8,0.5,0.375,1.4,0.8,0.5,1.0,0.0,0.0,0.0,0.0,0.12982654571533203
P0436.jpg,bilau,bilau<|im_end|>,bilan,10,1,0.5,0.8,2.0,0.2,1.0,1.0,0.0,0.0,0.0,1.0,0.07465553283691406
P0347.jpg,napxon,naproxon<|im_end|>,naproxen,12,3,0.5,0.7142857142857143,2.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.09191083908081055
P0526.jpg,feup,feup<|im_end|>,feropen,10,4,0.4444444444444444,0.5454545454545454,2.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06024312973022461
P0812.jpg,linax,21000<|im_end|>,nimens,13,5,0.19999999999999996,0.36363636363636365,2.6,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.10590219497680664
P0988.jpg,sergel,sergel<|im_end|>,sergel,10,0,0.5454545454545454,1.0,1.6666666666666667,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.07746434211730957
P0881.jpg,neuro b,neuro-2<|im_end|>,neurolin,12,3,0.41666666666666663,0.6666666666666667,1.7142857142857142,0.42857142857142855,1.0,1.0,0.0,0.0,0.0,0.0,0.08811140060424805
P0530.jpg,airmont,airmont<|im_end|>,airmont,10,0,0.5833333333333333,1.0,1.4285714285714286,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.07428121566772461
P0209.jpg,limtab,limitab<|im_end|>,limtab,11,0,0.5217391304347826,1.0,1.8333333333333333,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.06722474098205566
P0362.jpg,nexe,nexte<|im_end|>,dexilend,11,5,0.42105263157894735,0.5,2.75,1.25,1.0,1.0,0.0,0.0,0.0,0.0,0.061289310455322266
P0845.jpg,fungidal,fungidal<|im_end|>,fungidal,10,0,0.6153846153846154,1.0,1.25,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.08221125602722168
P0319.jpg,mixit,mixit<|im_end|>,mixit,10,0,0.5,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.06810140609741211
P0324.jpg,ezytake,ezytake<|im_end|>,ezytake,10,0,0.5833333333333333,1.0,1.4285714285714286,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.09870553016662598
P0993.jpg,bislol,bis101<|im_end|>,bisoren,13,4,0.2727272727272727,0.6153846153846154,2.1666666666666665,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.10630273818969727
P0011.jpg,kacin,kacin.<|im_end|>,kacin,11,0,0.47619047619047616,1.0,2.2,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.07733488082885742
P0372.jpg,telmacal,telmacal<|im_end|>,telmacal,10,0,0.6153846153846154,1.0,1.25,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.08511853218078613
P0823.jpg,novelon lite,novelon life<|im_end|>,novelon lite,11,0,0.6470588235294117,1.0,0.9166666666666666,0.0,0.5,0.0,0.0,0.0,1.0,1.0,0.08966231346130371
P0399.jpg,dexnaat,dexnaaf<|im_end|>,dexnaaf,11,1,0.5,0.8571428571428572,1.5714285714285714,0.14285714285714285,1.0,1.0,0.0,0.0,0.0,1.0,0.09654784202575684
P0193.jpg,nexum mups 20,c:11p 5<|im_end|>,cap. dexilend,15,13,0.1333333333333333,0.15384615384615385,1.1538461538461537,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.14040613174438477
P0756.jpg,esprazo,бетраго<|im_end|>,nimens,17,7,0.08333333333333337,0.3076923076923077,2.4285714285714284,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.09826159477233887
P0662.jpg,fexo,fecho<|im_end|>,fenodin,12,4,0.3157894736842105,0.5454545454545454,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06156110763549805
P0200.jpg,clavutil,clavuhi<|im_end|>,clavusef,11,3,0.48,0.625,1.375,0.375,1.0,1.0,0.0,0.0,0.0,0.0,0.09981966018676758
P0142.jpg,xyflo,xyp10<|im_end|>,dexilend,13,7,0.19999999999999996,0.3076923076923077,2.6,1.4,1.0,1.0,0.0,0.0,0.0,0.0,0.09492254257202148
P0555.jpg,seko,seko<|im_end|>,sekorin,10,3,0.4444444444444444,0.7272727272727273,2.5,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.06455421447753906
P0590.jpg,torax,тозах<|im_end|>,nimens,15,6,0.0,0.0,3.0,1.2,1.0,1.0,0.0,0.0,0.0,0.0,0.08370375633239746
P1054.jpg,folita 5,folitas<|im_end|>,folison,11,4,0.48,0.5333333333333333,1.375,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0659172534942627
P0465.jpg,telmiva,temiva<|im_end|>,telmiva,11,0,0.5217391304347826,1.0,1.5714285714285714,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.06512117385864258
P0888.jpg,esprazo,espiruto<|im_end|>,pirulin,13,7,0.4,0.2857142857142857,1.8571428571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.07461166381835938
P0737.jpg,amlip,dexxalc<|im_end|>,dexilend,15,7,0.2727272727272727,0.15384615384615385,3.0,1.4,1.0,1.0,0.0,0.0,0.0,0.0,0.10578131675720215
P1021.jpg,emlidus,emlidus<|im_end|>,emlidus,10,0,0.5833333333333333,1.0,1.4285714285714286,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.07432746887207031
P0050.jpg,cortan,омер<|im_end|>,nimens,13,6,0.09999999999999998,0.16666666666666663,2.1666666666666665,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.05994701385498047
P0108.jpg,fixocard,fixocard<|im_end|>,fixocard,10,0,0.6153846153846154,1.0,1.25,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.07741975784301758
P0060.jpg,maxpro,v1500+705600<|im_end|>,nimens,21,6,0.0714285714285714,0.16666666666666663,3.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.19977092742919922
P0437.jpg,trilock,trilocix<|im_end|>,triolon,12,3,0.48,0.7142857142857143,1.7142857142857142,0.42857142857142855,1.0,1.0,0.0,0.0,0.0,0.0,0.09232950210571289
P0309.jpg,abicon,asilan<|im_end|>,alfane,13,5,0.2727272727272727,0.33333333333333337,2.1666666666666665,0.8333333333333334,1.0,1.0,0.0,0.0,0.0,0.0,0.07408523559570312
P1012.jpg,gaviflux,gatifrin<|im_end|>,glarine,14,6,0.3076923076923077,0.4,1.75,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.07397985458374023
P0535.jpg,nexe,nexeo<|im_end|>,dexilend,11,5,0.42105263157894735,0.5,2.75,1.25,1.0,1.0,0.0,0.0,0.0,0.0,0.07407116889953613
P0157.jpg,trilock 10,t8:100k<10<|im_end|>,nimens,16,9,0.2666666666666667,0.125,1.6,0.9,1.0,1.0,0.0,0.0,0.0,0.0,0.17138195037841797
P0410.jpg,dexnaaf,dexnaaf<|im_end|>,dexnaaf,10,0,0.5833333333333333,1.0,1.4285714285714286,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.08762741088867188
P0139.jpg,scluprud,solumed<|im_end|>,solupred,13,2,0.31999999999999995,0.75,1.625,0.25,1.0,1.0,0.0,0.0,0.0,0.0,0.07378911972045898
P0024.jpg,dexter,e1max<|im_end|>,maxrin d,13,7,0.2857142857142857,0.2857142857142857,2.1666666666666665,1.1666666666666667,1.0,2.0,0.0,0.0,0.0,0.0,0.07368874549865723
P0479.jpg,rhinomist,rhinomist<|im_end|>,rhinomist,10,0,0.6428571428571428,1.0,1.1111111111111112,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.08858537673950195
P0544.jpg,seko,scko<|im_end|>,sekorin,11,3,0.33333333333333337,0.7272727272727273,2.75,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0598452091217041
P0982.jpg,algin,alpira<|im_end|>,lopiren,12,5,0.38095238095238093,0.5,2.4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.07756710052490234
P1009.jpg,zymet,zymet<|im_end|>,zymet,10,0,0.5,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.07502102851867676
P0271.jpg,texit,tecrit<|im_end|>,triptin,12,5,0.38095238095238093,0.5,2.4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.08530282974243164
P0291.jpg,bonid,bowid<|im_end|>,blomen,11,4,0.4,0.5454545454545454,2.2,0.8,1.0,1.0,0.0,0.0,0.0,0.0,0.08006882667541504
P0784.jpg,neuro,epiru<|im_end|>,pirulin,14,6,0.19999999999999996,0.16666666666666663,2.8,1.2,1.0,1.0,0.0,0.0,0.0,0.0,0.08333706855773926
P0800.jpg,pel. desolan,piqu. desolon<|im_end|>,peli. derolon,14,3,0.5142857142857142,0.8,1.1666666666666667,0.25,1.0,1.0,0.0,0.0,0.0,1.0,0.1254267692565918
P0084.jpg,vonocab,vonacab<|im_end|>,vonacab,11,1,0.5,0.8571428571428572,1.5714285714285714,0.14285714285714285,1.0,1.0,0.0,0.0,0.0,1.0,0.0952301025390625
P0466.jpg,furotil,fucogh<|im_end|>,flucloxin,12,5,0.34782608695652173,0.5,1.7142857142857142,0.7142857142857143,1.0,1.0,0.0,0.0,0.0,0.0,0.09376788139343262
P0244.jpg,bilan,bilau<|im_end|>,bilan,10,0,0.5,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.07838058471679688
P0614.jpg,bilan,bilan<|im_end|>,bilan,10,0,0.5,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.06632089614868164
P0586.jpg,dexnaaf,dexamfetamine<|im_end|>,dexamethason,19,8,0.33333333333333337,0.5263157894736843,2.7142857142857144,1.1428571428571428,1.0,1.0,0.0,0.0,0.0,0.0,0.10330915451049805
P0729.jpg,setra,scha<|im_end|>,coragen-d,12,8,0.21052631578947367,0.2857142857142857,2.4,1.6,1.0,1.0,0.0,0.0,0.0,0.0,0.06355476379394531
P0077.jpg,radifil,bicart2rply<|im_end|>,bartrocin,19,7,0.1428571428571429,0.25,2.7142857142857144,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12947773933410645
P0627.jpg,xyril,xyn1/<|im_end|>,nimens,12,6,0.30000000000000004,0.18181818181818177,2.4,1.2,1.0,1.0,0.0,0.0,0.0,0.0,0.09125852584838867
P0520.jpg,vonocab,vonocab<|im_end|>,vonocab,10,0,0.5833333333333333,1.0,1.4285714285714286,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.09625816345214844
P1025.jpg,revocit,revocif<|im_end|>,revocit,11,0,0.5,1.0,1.5714285714285714,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0803978443145752
P0955.jpg,neuro-b,neuro b<|im_end|>,neuro b,11,1,0.5,0.8571428571428572,1.5714285714285714,0.14285714285714285,2.0,2.0,0.0,0.0,0.0,1.0,0.0759890079498291
P1000.jpg,celebrex,селбонета<|im_end|>,nimens,18,7,0.07407407407407407,0.1428571428571429,2.25,0.875,1.0,1.0,0.0,0.0,0.0,0.0,0.11561179161071777
P0431.jpg,ecosprin,ecosprinu<|im_end|>,ecosprin,11,0,0.5925925925925926,1.0,1.375,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.10333395004272461
P0882.jpg,zimax,2 imipram<|im_end|>,imipenem,16,7,0.25,0.3076923076923077,3.2,1.4,2.0,1.0,0.0,0.0,0.0,0.0,0.08920836448669434
P0631.jpg,phenocid,phenog'id<|im_end|>,phenocid,12,0,0.5185185185185186,1.0,1.5,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.07448816299438477
P0140.jpg,synogen,sponge<|im_end|>,sponocid,12,5,0.4347826086956522,0.4,1.7142857142857142,0.7142857142857143,1.0,1.0,0.0,0.0,0.0,0.0,0.06446433067321777
P0848.jpg,flugal,ficudal<|im_end|>,filmef,13,5,0.34782608695652173,0.33333333333333337,2.1666666666666665,0.8333333333333334,1.0,1.0,0.0,0.0,0.0,0.0,0.08747410774230957
P0459.jpg,tuspel,tuspel<|im_end|>,tuspel,10,0,0.5454545454545454,1.0,1.6666666666666667,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.07357096672058105
P0562.jpg,ezytake,ezyltakre<|im_end|>,ezytake,12,0,0.5384615384615384,1.0,1.7142857142857142,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.11574983596801758
P0210.jpg,nexum mups 20,nexin тиро<|im_end|>,dexilend,15,11,0.303030303030303,0.19047619047619047,1.1538461538461537,0.8461538461538461,1.0,1.0,0.0,0.0,0.0,0.0,0.11551642417907715
